doy,month,hour,growth_stage,temperature_mean_C,temperature_max_C,temperature_min_C,humidity_pct,wind_speed_2m_ms,rainfall_mm,sunshine_hours,soil_moisture_pct,soil_ph,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,crop_health_score,Ra_MJ_m2_day,Rs_MJ_m2_day,Rn_MJ_m2_day,es_kPa,ea_kPa,VPD_kPa,ETo_mm_day,Kc,ETc_mm_day,Ks_stress_coeff,Pe_eff_rain_day_mm,CWR_mm_per_day,soil_fertility_score,fertility_class,irrigation_needed
149,5,7,4,36.38,40.86,31.45,37.71,2.912,59.24,12.04,30.79,6.64,132.6,32.4,110.5,47.3,39.2187,27.9447,16.2513,6.1658,2.3251,3.8407,9.2665,0.7,6.4866,0.3596,1.4132,0.949,66.11,Medium,1
164,6,13,4,29.0,34.59,23.29,78.53,2.439,116.03,4.62,53.48,7.31,192.9,43.4,125.0,56.5,39.2157,16.713,11.3456,4.1774,3.2806,0.8969,4.2846,0.7,2.9992,1.0,3.8678,0.0,61.4,Medium,0
140,5,16,3,34.32,37.34,30.91,35.36,5.219,9.45,2.76,59.93,6.28,39.4,12.0,141.3,35.4,39.1637,13.965,8.9461,5.4305,1.92,3.5105,9.4104,1.15,10.8219,1.0,0.3006,10.5247,56.61,Medium,1
347,12,10,4,22.73,25.93,18.28,47.01,2.371,0.83,8.6,42.2,5.93,129.0,51.7,265.9,57.4,26.4953,17.0779,7.8121,2.7246,1.2809,1.4437,4.2408,0.7,2.9686,0.7401,0.0275,2.184,79.64,High,1
258,9,11,4,25.83,28.89,21.86,78.49,1.904,46.91,10.38,60.17,6.46,72.4,11.3,20.0,36.4,35.9888,24.4412,15.031,3.3015,2.5914,0.7101,4.8618,0.7,3.4032,1.0,1.2115,2.1808,52.7,Medium,1
269,9,16,3,22.17,27.49,18.45,78.66,2.545,42.02,9.23,37.91,5.85,222.3,24.1,172.8,47.9,34.7616,22.1824,13.0354,2.8958,2.2779,0.6179,4.2184,1.15,4.8512,0.5969,1.1182,1.788,67.58,Medium,1
181,7,12,1,24.11,27.35,19.93,78.1,3.801,16.22,3.38,35.69,6.02,50.8,25.9,152.1,38.9,39.144,14.838,9.8844,2.9837,2.3302,0.6535,3.6974,0.4,1.479,0.5231,0.4987,0.2915,60.89,Medium,0
160,6,15,2,28.03,31.08,23.85,84.81,1.262,12.49,2.62,42.08,6.56,21.9,14.6,302.9,55.7,39.2241,13.7284,9.604,3.7357,3.1682,0.5675,3.2092,0.85,2.7278,0.7361,0.3914,1.6249,68.5,Medium,1
351,12,6,1,21.04,24.48,17.41,40.82,2.035,2.09,10.44,47.74,6.63,160.7,23.9,263.9,65.2,26.4299,19.2806,7.9584,2.5296,1.0326,1.497,4.1694,0.4,1.6678,0.9247,0.0689,1.4831,86.67,High,1
288,10,13,2,27.06,30.98,22.85,55.9,2.732,9.71,3.32,55.82,7.13,145.1,23.1,145.0,56.9,32.2906,12.705,7.8173,3.6356,2.0323,1.6033,4.5054,0.85,3.8296,1.0,0.3086,3.5462,59.02,Medium,1
288,10,9,2,29.96,34.35,25.05,46.94,4.071,52.92,7.39,46.64,7.43,122.6,38.4,152.4,38.9,32.2906,18.3916,10.2707,4.3009,2.0188,2.2821,6.9874,0.85,5.9393,0.888,1.316,3.9594,58.65,Medium,1
226,8,18,4,25.4,28.6,22.33,89.58,2.139,350.61,11.55,56.02,6.65,153.4,56.0,224.6,71.8,38.293,27.0704,17.2716,3.3053,2.961,0.3444,4.9905,0.7,3.4933,1.0,5.3354,0.0,80.88,High,0
11,1,14,4,22.88,27.38,16.91,51.38,2.675,49.65,2.9,49.2,6.72,149.1,21.8,113.2,46.2,27.2558,10.4127,5.9082,2.7859,1.4313,1.3546,3.8113,0.7,2.6679,0.9733,1.2606,1.3462,69.06,Medium,1
10,1,6,3,17.94,21.68,14.05,46.08,1.081,32.67,2.48,61.16,6.24,144.7,44.2,291.9,64.1,27.1838,9.8731,5.4925,2.0985,0.967,1.1315,2.4491,1.15,2.8165,1.0,0.9181,1.9026,72.45,Medium,1
271,10,16,1,29.12,32.94,24.25,38.9,0.941,40.71,5.22,41.13,7.21,165.7,25.1,188.9,49.7,34.5186,16.223,9.2515,4.0217,1.5643,2.4574,4.1553,0.4,1.6621,0.7044,1.0919,0.0835,68.63,Medium,0
273,10,7,1,25.23,30.69,21.38,54.96,1.466,44.98,11.08,50.74,6.27,142.3,4.5,161.6,40.4,34.2704,24.6233,13.3592,3.4802,1.9129,1.5673,5.1924,0.4,2.0769,1.0,1.1757,0.8952,70.06,Medium,1
183,7,11,2,24.94,30.9,20.76,80.08,3.218,33.96,11.74,44.63,7.94,171.2,43.6,276.6,57.2,39.132,27.3272,16.9468,3.4586,2.7696,0.689,5.463,0.85,4.6435,0.8211,0.9476,2.8773,60.05,Medium,1
153,6,16,4,24.34,28.73,19.69,96.63,1.461,65.57,8.94,48.87,6.17,143.5,24.9,179.4,51.3,39.2267,23.2466,15.2129,3.1194,3.0142,0.1052,4.227,0.7,2.9589,0.9623,1.4977,1.3685,71.07,Medium,1
315,11,15,4,27.33,31.3,22.5,67.39,4.334,7.44,7.41,50.42,6.35,156.0,34.6,232.9,57.4,28.8003,16.7673,9.6276,3.6472,2.4577,1.1895,4.9067,0.7,3.4347,1.0,0.2393,3.2155,80.7,High,1
334,12,16,1,26.57,32.37,21.26,47.14,4.528,7.97,8.35,43.57,6.61,100.8,39.2,197.4,60.8,27.0754,17.0773,8.2338,3.691,1.7399,1.9512,6.3693,0.4,2.5477,0.7855,0.2554,1.7249,74.46,Medium,1
124,5,6,3,34.63,39.13,29.26,28.43,1.662,2.47,3.49,25.97,6.67,163.4,35.5,142.0,49.2,38.8688,15.0524,9.1578,5.5533,1.5786,3.9748,5.8277,1.15,6.7019,0.199,0.0814,1.2584,65.48,Medium,1
114,4,9,4,32.61,37.8,28.05,60.87,0.998,65.9,8.61,44.41,6.7,135.1,31.8,180.8,61.8,38.4972,22.7962,14.604,5.1722,3.1481,2.0241,5.617,0.7,3.9319,0.8137,1.5018,1.6803,76.14,High,1
278,10,13,3,30.58,34.82,27.35,46.68,2.178,10.1,9.13,40.32,7.05,79.8,37.3,179.4,49.9,33.63,21.4915,11.9471,4.6028,2.1485,2.4543,6.1205,1.15,7.0386,0.6774,0.3204,4.4273,66.45,Medium,1
213,8,15,1,26.43,30.04,21.76,78.5,3.759,5.34,10.62,46.14,6.76,94.2,35.5,190.7,46.9,38.7293,25.7178,16.2384,3.4285,2.6914,0.7372,5.3911,0.4,2.1564,0.8715,0.1736,1.6913,71.2,Medium,1
172,6,10,1,26.82,31.79,22.39,93.95,1.011,125.13,7.03,53.03,6.93,129.0,29.3,225.3,56.3,39.1884,20.2961,13.6971,3.7025,3.4784,0.2241,4.1633,0.4,1.6653,1.0,4.1711,0.0,71.64,Medium,0
288,10,18,3,28.92,33.92,25.27,55.47,0.967,24.9,2.31,63.76,6.8,154.7,32.5,178.5,59.0,32.2906,11.3017,7.2308,4.257,2.3615,1.8955,3.2455,1.15,3.7323,1.0,0.7308,2.9852,65.28,Medium,1
174,6,14,4,32.07,36.46,29.04,90.48,1.585,312.31,9.1,57.82,6.95,136.5,30.5,100.3,45.1,39.1798,23.3948,16.5208,5.0534,4.5723,0.4811,5.4008,0.7,3.7805,1.0,5.2077,0.0,59.05,Medium,0
113,4,16,1,31.32,35.13,27.37,62.63,3.25,28.22,8.27,51.52,6.71,61.8,36.0,268.4,56.9,38.4503,22.276,14.2115,4.6536,2.9147,1.7389,6.5144,0.4,2.6057,1.0,0.8133,1.7736,74.62,Medium,1
122,5,16,2,33.54,39.03,29.76,50.32,2.049,15.87,3.08,40.89,6.52,38.3,26.3,148.4,33.4,38.8078,14.4105,9.5522,5.5936,2.8145,2.7791,5.4166,0.85,4.6041,0.6963,0.4887,2.7414,66.81,Medium,1
32,2,11,1,25.99,29.81,21.54,58.84,3.456,32.84,10.51,52.25,6.58,87.8,8.5,140.7,43.7,29.3742,21.1281,11.0804,3.384,1.9912,1.3928,5.3918,0.4,2.1567,1.0,0.9222,1.218,69.72,Medium,1
222,8,6,4,30.28,35.26,25.0,83.05,2.155,135.27,3.63,49.68,7.04,99.0,27.1,148.5,38.9,38.4525,15.1029,10.5482,4.4352,3.6837,0.7516,3.8433,0.7,2.6903,0.9893,4.5089,0.0483,62.7,Medium,0
119,4,11,2,33.44,37.59,29.13,57.39,0.858,17.61,8.35,40.18,7.51,206.6,23.4,122.6,31.6,38.7043,22.4381,14.3637,5.258,3.0178,2.2402,5.5373,0.85,4.7067,0.6727,0.5374,2.5723,55.94,Medium,1
39,2,11,1,19.73,24.14,13.87,53.56,7.654,6.92,7.18,55.46,6.81,116.1,34.8,156.8,43.8,30.2759,17.1916,8.8948,2.2975,1.2305,1.067,5.6825,0.4,2.273,1.0,0.2231,2.0547,70.42,Medium,1
268,9,18,4,26.98,30.61,23.31,95.61,3.198,173.77,9.19,57.85,6.58,172.9,22.4,251.6,61.8,34.8811,22.1681,14.5415,3.6284,3.469,0.1594,3.9458,0.7,2.762,1.0,4.7459,0.0029,73.18,Medium,0
233,8,11,4,23.69,28.64,20.02,69.19,2.988,26.07,2.66,61.24,7.21,156.9,39.8,99.3,61.6,37.9513,13.5128,8.8819,3.132,2.167,0.965,3.9121,0.7,2.7385,1.0,0.7603,1.9888,61.04,Medium,1
18,1,13,1,23.19,26.87,18.38,47.66,2.468,0.0,2.21,45.32,6.8,222.0,56.0,94.8,65.0,27.8411,9.7444,5.702,2.8256,1.3467,1.4789,3.8252,0.4,1.5301,0.8441,0.0,1.2783,77.87,High,1
149,5,11,4,31.6,36.06,25.91,51.11,0.881,59.29,4.17,44.21,6.7,143.5,34.8,198.5,62.6,39.2187,16.0822,10.4141,4.6522,2.3777,2.2744,4.3222,0.7,3.0255,0.8069,1.4139,1.0025,74.97,Medium,1
149,5,10,3,31.31,35.3,26.29,53.21,6.14,37.63,4.57,40.32,6.41,183.7,16.4,61.5,44.4,39.2187,16.6942,10.7906,4.5679,2.4305,2.1374,7.9052,1.15,9.091,0.6772,1.0278,5.0905,66.41,Medium,1
126,5,16,2,34.26,40.15,29.24,39.17,2.369,33.33,6.18,42.79,7.2,116.9,44.0,152.9,40.5,38.9237,19.1586,11.6037,5.7475,2.2515,3.496,7.0215,0.85,5.9683,0.7597,0.9333,3.5878,67.11,Medium,1
302,11,7,3,29.13,35.08,23.71,44.56,0.615,6.86,2.79,48.06,6.6,213.4,17.8,60.6,53.1,30.4008,11.3444,6.7808,4.2897,1.9117,2.3781,2.9633,1.15,3.4078,0.9352,0.221,2.9395,71.5,Medium,1
360,12,9,1,18.57,23.83,13.56,52.37,1.94,11.81,8.85,52.28,6.14,125.9,9.3,129.9,45.6,26.4846,17.3744,7.817,2.2539,1.1804,1.0736,3.4808,0.4,1.3923,1.0,0.3713,1.0176,61.32,Medium,1
238,8,15,3,24.2,30.15,18.92,76.56,0.547,100.5,9.52,61.12,6.19,105.9,26.1,180.8,48.6,37.6543,23.8217,14.5554,3.2333,2.4755,0.7578,4.5793,1.15,5.2662,1.0,3.3499,1.8989,59.69,Medium,1
135,5,10,1,31.34,34.68,25.74,34.85,2.515,11.29,10.82,42.99,6.3,158.7,35.3,162.6,36.2,39.1037,26.214,14.4942,4.4174,1.5394,2.878,7.7031,0.4,3.0812,0.7663,0.3559,1.9868,72.9,Medium,1
151,6,15,1,27.72,33.7,24.7,78.35,3.544,53.08,5.61,39.55,6.77,161.2,16.1,291.6,50.3,39.2237,18.2456,12.0808,4.1717,3.2686,0.903,4.716,0.4,1.8864,0.6517,1.3185,0.0133,75.52,High,0
236,8,9,4,25.55,28.86,19.9,69.87,5.312,304.74,11.62,56.15,6.83,143.5,27.9,239.4,66.2,37.7787,27.0372,16.2813,3.1489,2.2,0.9489,6.0454,0.7,4.2318,1.0,5.1825,0.0047,71.44,Medium,0
224,8,7,4,21.44,25.69,17.79,88.01,4.074,0.0,2.85,40.48,7.25,101.2,27.3,243.8,50.5,38.3758,13.9175,9.3009,2.6686,2.3486,0.32,2.7763,0.7,1.9434,0.6826,0.0,1.3069,61.92,Medium,1
203,7,12,1,28.22,31.94,22.48,84.95,1.683,55.45,6.58,43.66,6.79,121.5,49.1,248.2,55.7,38.9303,19.6333,13.213,3.7302,3.1687,0.5615,4.2627,0.4,1.7051,0.7885,1.3565,0.0508,78.47,High,0
256,9,15,2,21.19,27.06,17.4,91.01,1.953,77.29,9.37,59.41,6.7,89.6,23.4,103.7,53.4,36.1897,23.0188,13.9977,2.782,2.5318,0.2502,3.8779,0.85,3.2962,1.0,2.5764,0.7221,60.13,Medium,1
86,3,15,2,31.94,36.85,27.58,54.08,2.562,23.27,11.36,36.65,7.38,218.7,39.8,187.1,55.1,36.4186,26.2103,15.5991,4.9554,2.68,2.2753,7.2036,0.85,6.1231,0.5551,0.6891,2.6964,68.38,Medium,1
150,5,7,2,38.44,43.23,32.63,41.26,3.216,29.46,3.16,39.7,6.73,201.0,43.7,248.3,64.5,39.2214,14.5698,9.7159,6.8353,2.8205,4.0148,7.6205,0.85,6.4774,0.6567,0.8431,3.3898,88.32,High,1
235,8,6,3,25.76,31.76,22.44,50.54,3.454,17.47,6.92,55.82,7.18,153.1,32.9,201.4,57.6,37.838,19.9376,11.648,3.7024,1.8711,1.8312,6.296,1.15,7.2404,1.0,0.5336,6.6946,62.02,Medium,1
345,12,10,1,24.24,29.08,19.0,63.43,4.118,10.55,6.51,39.26,7.17,146.1,16.4,180.3,36.0,26.5484,14.5619,7.7285,3.1108,1.9732,1.1376,4.3887,0.4,1.7555,0.6421,0.3339,0.7854,62.67,Medium,1
22,1,17,4,21.55,26.49,17.38,47.74,1.509,0.0,6.62,51.68,6.47,75.3,33.3,82.6,53.9,28.2343,15.5022,7.6438,2.7226,1.2997,1.423,3.5623,0.7,2.4936,1.0,0.0,2.4921,67.1,Medium,1
348,12,18,3,18.15,21.28,15.08,29.68,1.03,53.92,10.43,51.23,8.16,150.7,35.7,151.4,42.6,26.4738,19.289,7.1954,2.1222,0.6298,1.4924,3.163,1.15,3.6374,1.0,1.3322,2.2788,49.13,Low,1
285,10,6,3,28.59,34.17,22.77,67.67,1.323,18.75,9.19,48.14,8.05,88.7,10.2,127.3,33.8,32.6978,21.1074,12.6253,4.0703,2.7546,1.3157,4.713,1.15,5.4199,0.9379,0.5688,4.5036,39.0,Low,1
269,9,6,4,22.07,27.98,18.72,87.77,5.07,25.9,2.38,47.71,6.63,170.0,16.7,236.1,45.2,34.7616,12.1666,8.0709,2.9677,2.6048,0.3629,2.6922,0.7,1.8846,0.9238,0.756,0.9721,69.9,Medium,1
258,9,6,1,25.97,31.85,20.65,97.53,1.127,31.41,6.13,38.66,6.83,191.8,12.4,111.0,46.6,35.9888,18.1223,12.0948,3.5749,3.4866,0.0882,3.556,0.4,1.4224,0.6221,0.8891,0.0116,60.96,Medium,0
29,1,11,3,18.91,22.57,14.76,56.27,1.854,7.11,6.04,36.2,5.29,176.0,9.5,250.3,56.5,29.0114,15.1013,7.8583,2.208,1.2425,0.9655,3.2827,1.15,3.7751,0.5401,0.2288,1.8277,52.46,Medium,1
213,8,14,1,27.44,31.12,22.01,88.65,1.396,61.05,6.14,48.82,6.6,87.5,2.0,197.4,40.1,38.7293,18.9465,12.7863,3.5837,3.1769,0.4069,3.9677,0.4,1.5871,0.9605,1.4386,0.0806,62.81,Medium,0
283,10,15,1,28.95,33.05,23.7,46.92,1.025,0.0,10.2,43.95,6.27,25.3,40.7,138.8,48.4,32.9673,22.6815,12.2246,3.9872,1.8706,2.1166,4.9357,0.4,1.9743,0.7984,0.0,1.583,70.69,Medium,1
50,2,18,1,25.7,29.63,20.8,59.12,2.588,44.17,8.27,47.64,7.39,111.4,18.7,284.1,48.1,31.7925,19.4228,10.834,3.3045,1.9535,1.351,4.8667,0.4,1.9467,0.9214,1.1602,0.6085,61.54,Medium,1
95,4,16,4,33.85,37.77,28.03,71.36,2.066,10.76,10.44,48.26,6.26,111.8,7.4,260.1,40.1,37.2641,25.1853,16.8926,5.1646,3.6854,1.4791,6.4502,0.7,4.5151,0.9421,0.34,3.9005,65.8,Medium,1
88,3,17,1,32.7,37.52,29.41,60.3,3.407,94.31,5.19,51.17,7.01,95.4,17.9,241.5,44.6,36.6207,16.9829,11.0637,5.2772,3.1821,2.0951,6.1568,0.4,2.4627,1.0,3.1436,0.0,65.32,Medium,0
44,2,6,3,26.56,31.97,21.16,48.44,2.112,29.24,4.16,37.5,7.88,180.2,38.5,220.0,56.5,30.955,13.4005,7.6947,3.6295,1.758,1.8715,4.4092,1.15,5.0706,0.5835,0.8379,2.123,54.81,Medium,1
278,10,10,4,32.26,38.07,27.25,38.9,2.694,25.77,4.6,55.94,6.7,128.5,37.2,179.5,61.0,33.63,14.9976,8.7404,5.1335,1.9968,3.1367,6.3457,0.7,4.442,1.0,0.7528,3.7005,75.75,High,1
171,6,14,4,24.75,27.95,20.81,93.45,3.922,37.12,7.46,48.74,7.09,152.4,47.4,183.3,59.8,39.1925,20.9492,13.8099,3.1136,2.9095,0.204,3.6022,0.7,2.5215,0.9581,1.0169,1.3525,78.08,High,1
189,7,14,3,23.64,27.48,19.01,82.59,2.59,6.3,12.54,34.78,7.12,161.4,29.9,191.0,50.7,39.0895,28.5445,17.5903,2.9323,2.4217,0.5106,5.1496,1.15,5.922,0.4927,0.2037,2.7098,63.23,Medium,1
353,12,6,4,15.94,19.71,11.01,53.02,2.269,35.02,9.39,53.44,6.61,201.4,29.4,198.7,61.8,26.4179,17.9923,7.9355,1.8048,0.9569,0.8478,3.309,0.7,2.3163,1.0,0.9711,1.3244,76.88,High,1
184,7,13,3,24.02,28.09,18.81,62.21,1.126,5.46,12.62,32.9,6.23,158.9,34.1,198.8,51.5,39.1256,28.6406,16.678,2.9858,1.8574,1.1284,5.4884,1.15,6.3117,0.43,0.1772,2.5529,72.69,Medium,1
3,1,6,2,21.91,26.18,18.35,31.48,2.708,9.63,10.07,47.13,7.08,155.7,37.7,220.3,54.7,26.7659,19.0345,7.4131,2.754,0.867,1.887,5.1598,0.85,4.3858,0.9045,0.306,3.6914,74.26,Medium,1
191,7,13,3,26.09,30.25,22.78,82.85,0.967,23.74,7.96,69.03,5.58,106.4,20.2,218.0,45.8,39.0726,21.6934,14.047,3.5386,2.9319,0.6067,4.4711,1.15,5.1418,1.0,0.7011,4.428,45.18,Low,1
118,4,6,4,31.67,37.53,28.37,43.01,0.996,45.38,8.12,59.12,6.57,104.0,41.2,110.4,64.6,38.6664,22.0816,12.9558,5.1596,2.2191,2.9406,5.5497,0.7,3.8848,1.0,1.1832,2.6712,72.8,Medium,1
19,1,17,3,23.84,28.15,19.96,54.09,2.317,27.6,10.66,48.51,5.57,188.2,43.1,52.9,51.9,27.9356,20.4693,9.8338,3.073,1.6623,1.4107,4.5929,1.15,5.2818,0.9502,0.7981,4.2138,58.03,Medium,1
23,1,10,2,23.67,28.32,20.2,61.53,2.561,0.0,9.99,64.9,6.14,184.0,37.4,316.6,66.6,28.3387,19.855,10.0707,3.1095,1.9134,1.1961,4.4409,0.85,3.7748,1.0,0.0,3.7646,72.33,Medium,1
30,1,13,1,20.82,26.06,16.21,46.33,3.505,21.81,7.86,56.22,6.26,161.8,9.4,55.8,38.2,29.1305,17.5296,8.4624,2.6082,1.2084,1.3999,5.0286,0.4,2.0114,1.0,0.6508,1.3447,61.15,Medium,1
295,10,11,1,25.6,30.78,21.29,54.34,2.336,14.22,6.71,51.3,6.54,219.3,40.0,218.0,56.1,31.3371,17.0164,9.4119,3.4843,1.8932,1.591,4.6908,0.4,1.8763,1.0,0.4417,1.4704,79.26,High,1
108,4,14,1,33.16,37.91,27.49,50.83,2.949,8.59,9.61,46.68,6.17,71.0,25.7,241.1,51.0,38.187,24.2447,14.8292,5.131,2.6081,2.5229,7.537,0.4,3.0148,0.8894,0.2746,2.4266,70.39,Medium,1
281,10,6,4,28.25,33.83,23.1,81.52,4.753,33.05,2.34,64.83,6.3,192.2,36.3,167.7,60.5,33.2346,11.6321,7.9389,4.0476,3.2996,0.748,3.5775,0.7,2.5042,1.0,0.9269,1.5585,63.21,Medium,1
128,5,14,2,33.48,38.35,29.86,46.72,5.018,13.51,6.92,54.66,6.17,134.8,14.9,166.3,54.3,38.9728,20.2846,12.5482,5.4811,2.5608,2.9203,8.9781,0.85,7.6314,1.0,0.4213,7.1869,67.5,Medium,1
229,8,6,3,24.35,29.98,21.21,75.02,1.656,3.99,10.79,45.67,6.38,101.7,30.6,148.0,53.9,38.1567,25.8907,15.6533,3.3786,2.5347,0.8439,5.1804,1.15,5.9575,0.8555,0.1303,5.0043,73.04,Medium,1
111,4,15,3,29.46,33.36,24.33,47.45,2.335,0.0,7.55,60.98,6.63,92.9,46.4,175.5,62.1,38.3508,21.1482,12.5796,4.0884,1.94,2.1485,6.1675,1.15,7.0926,1.0,0.0,7.131,65.41,Medium,1
136,5,15,3,36.7,40.09,31.16,63.64,2.604,71.38,6.39,46.01,6.59,91.5,21.3,293.5,55.6,39.1177,19.4731,13.5071,5.9727,3.8013,2.1714,6.3673,1.15,7.3224,0.867,1.5641,4.7568,81.56,High,1
362,12,8,3,23.74,29.2,18.63,47.05,2.303,12.36,4.93,56.03,6.55,89.3,4.4,94.1,38.3,26.5347,12.6371,6.4106,3.0994,1.4581,1.6413,4.0506,1.15,4.6581,1.0,0.3877,4.2998,58.15,Medium,1
186,7,6,4,25.12,29.27,20.19,89.4,5.441,10.45,10.16,59.3,5.68,148.8,15.9,212.5,58.2,39.1121,24.9788,16.1007,3.2173,2.8764,0.341,4.3396,0.7,3.0377,1.0,0.3308,2.7396,53.23,Medium,1
144,5,8,4,36.91,41.87,33.17,52.35,1.752,10.2,9.35,32.6,7.82,250.1,47.7,250.3,67.6,39.1954,23.9246,15.5125,6.6095,3.4602,3.1493,7.1399,0.7,4.9979,0.4199,0.3233,1.8067,63.46,Medium,1
72,3,17,2,28.33,33.54,23.84,52.62,2.56,34.96,8.13,45.45,6.35,139.0,7.8,153.7,54.9,34.7998,20.6509,11.8732,4.0703,2.1419,1.9284,5.8563,0.85,4.9778,0.8482,0.9698,3.2277,68.24,Medium,1
129,5,16,3,39.04,43.02,33.87,68.0,1.097,5.32,2.56,55.11,5.51,107.8,34.4,208.8,54.1,38.9953,13.6483,10.0782,6.9643,4.736,2.2283,4.3041,1.15,4.9498,1.0,0.1727,4.7601,55.56,Medium,1
364,12,18,1,18.76,23.27,15.18,33.94,2.983,17.38,5.0,43.46,6.47,169.4,51.7,20.0,58.1,26.5983,12.7464,5.8692,2.2907,0.7775,1.5133,4.5189,0.4,1.8075,0.7821,0.5311,0.8792,78.08,High,1
261,9,7,4,26.5,32.19,22.07,83.33,1.887,93.28,8.02,57.81,6.0,209.4,35.9,168.2,55.8,35.6741,20.7929,13.2206,3.7309,3.109,0.622,4.3543,0.7,3.048,1.0,3.1093,0.0123,68.84,Medium,0
3,1,7,2,24.26,29.9,20.91,58.97,3.829,0.0,3.05,55.26,5.79,86.6,48.8,149.5,50.0,26.7659,10.4333,5.9985,3.3456,1.973,1.3726,4.3232,0.85,3.6747,1.0,0.0,3.6862,59.71,Medium,1
104,4,14,2,36.73,41.98,32.14,55.94,1.118,22.58,3.38,31.92,5.89,120.2,37.0,166.5,51.9,37.9405,14.6493,10.0676,6.4908,3.6307,2.8601,4.6256,0.85,3.9317,0.3974,0.6712,0.8896,60.63,Medium,1
224,8,13,4,26.98,32.27,22.26,67.34,4.355,25.42,10.28,28.75,6.24,100.1,19.3,143.4,41.6,38.3758,25.1655,15.3705,3.757,2.5299,1.2271,6.3507,0.7,4.4455,0.2918,0.7439,0.5438,60.17,Medium,1
320,11,6,1,22.41,28.1,17.8,40.6,2.243,28.42,3.05,47.42,6.09,160.4,43.5,143.6,53.2,28.2615,10.9442,5.9707,2.9198,1.1856,1.7342,4.0882,0.4,1.6353,0.9139,0.8182,0.7058,70.71,Medium,1
362,12,17,1,17.86,23.07,13.45,54.78,2.164,8.35,8.47,56.2,8.19,119.6,29.2,150.2,45.7,26.5347,16.9442,7.7315,2.1822,1.1955,0.9867,3.4436,0.4,1.3774,1.0,0.2672,1.095,40.63,Low,1
354,12,9,3,21.58,25.59,16.81,28.65,3.592,25.33,7.83,40.0,7.55,181.1,28.5,50.9,32.5,26.417,16.102,6.4776,2.5982,0.7443,1.854,5.6967,1.15,6.5512,0.6665,0.7416,3.6168,50.93,Medium,1
10,1,18,4,22.9,26.27,16.91,46.7,1.795,8.69,3.4,49.3,6.06,171.4,34.3,203.0,56.5,27.1838,11.0104,6.0194,2.671,1.2475,1.4235,3.3703,0.7,2.3592,0.9768,0.2776,2.0472,78.93,High,1
302,11,6,1,27.36,31.63,22.49,39.7,4.176,10.03,7.99,58.54,6.9,150.6,48.9,58.7,50.2,30.4008,18.3143,9.1828,3.6901,1.4649,2.2252,6.9605,0.4,2.7842,1.0,0.3182,2.4633,66.02,Medium,1
231,8,6,4,22.26,25.52,17.0,83.93,1.705,112.46,4.63,62.34,5.96,180.2,23.9,228.5,59.5,38.0575,16.5311,10.7164,2.603,2.1846,0.4184,3.2152,0.7,2.2506,1.0,3.7485,0.0043,65.42,Medium,0
219,8,17,2,26.53,29.87,22.95,80.43,3.431,221.48,10.32,77.6,6.49,204.2,45.4,67.7,53.6,38.5566,25.2557,16.0401,3.5068,2.8204,0.6863,5.2386,0.85,4.4528,1.0,4.9049,0.014,62.64,Medium,0
66,3,17,2,21.31,27.16,16.72,55.79,0.717,32.32,4.94,42.04,6.72,157.2,28.8,227.0,65.1,34.0162,15.6631,9.0442,2.7507,1.5346,1.2161,3.1991,0.85,2.7192,0.7348,0.9101,1.1002,79.37,High,1
112,4,9,2,31.15,36.18,28.13,43.33,3.287,56.65,7.65,61.82,6.67,229.8,39.5,94.0,56.1,38.4015,21.3065,12.5169,4.904,2.1248,2.7792,7.5873,0.85,6.4492,1.0,1.3749,5.0525,69.37,Medium,1
13,1,7,4,24.15,29.71,21.06,54.65,1.651,0.0,7.63,40.82,5.93,130.8,25.5,174.8,45.2,27.4089,16.3684,8.1679,3.3338,1.8221,1.5117,3.8309,0.7,2.6816,0.6941,0.0,1.836,65.11,Medium,1
86,3,8,3,25.02,29.95,21.05,52.04,3.409,0.0,7.72,30.75,7.71,142.3,35.8,275.3,51.0,36.4186,20.7341,11.8385,3.3632,1.7501,1.6131,5.9883,1.15,6.8865,0.3583,0.0,2.4853,53.48,Medium,1
234,8,16,3,22.24,26.5,17.84,73.41,3.962,83.39,6.26,55.8,6.94,156.7,20.4,242.7,56.2,37.8956,18.9601,11.7193,2.7524,2.0206,0.7318,4.3048,1.15,4.9505,1.0,2.7797,2.1691,69.76,Medium,1
90,3,14,1,26.69,29.76,21.96,62.95,1.293,0.0,6.83,43.82,7.28,97.3,39.2,243.8,53.0,36.8148,19.5346,11.9759,3.4114,2.1474,1.264,4.4262,0.4,1.7705,0.7939,0.0,1.4417,70.59,Medium,1
314,11,7,4,25.44,31.31,19.78,58.99,1.279,14.17,3.93,53.95,7.05,253.9,30.6,20.0,55.4,28.9141,12.3119,7.1647,3.4394,2.029,1.4104,3.1898,0.7,2.2329,1.0,0.4403,1.7961,67.95,Medium,1
54,2,9,3,21.21,24.42,15.9,45.62,3.498,0.88,9.19,56.47,6.73,217.8,29.6,127.9,57.6,32.3561,20.9876,10.637,2.4336,1.1102,1.3234,5.3626,1.15,6.1669,1.0,0.0293,6.1495,67.74,Medium,1
12,1,6,4,21.92,26.75,18.02,44.12,1.291,18.16,6.78,51.23,6.69,182.0,43.8,105.0,61.8,27.3309,15.2665,7.2161,2.7899,1.231,1.5589,3.4048,0.7,2.3834,1.0,0.5525,1.834,77.98,High,1
